correctionsNb,cancelled,onBehalf,jointProcurement,fraAgreement,accelerated,outOfDirectives,subContracted,gpa,multipleCae,typeOfContract,topType,renewal,contractDuration,publicityDuration,tenderNumber,AgentNumber,Score
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1328,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1328,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1328,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1328,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1329,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1329,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1329,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,5.0,1329,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,48.0,5.0,1330,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,48.0,7.0,1330,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,48.0,7.0,1330,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,2.0,39.0,5.0,1331,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,2.0,39.0,3.0,1331,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,2.0,39.0,1.0,1331,0
0.0,0.0,N,N,N,,0.0,Y,N,N,W,RES,N,7.43,32.0,3.0,1331,0
0.0,0.0,Y,Y,N,,0.0,N,Y,Y,W,OPE,Y,12.0,39.0,4.0,1331,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,7.0,1331,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,7.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,7.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,7.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,7.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,7.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,7.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,7.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,2.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,2.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,4.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,3.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,2.0,1332,0
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,12.0,35.0,2.0,1332,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,3.0,24.0,,1332,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,3.0,24.0,,1332,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,3.0,24.0,,1332,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,3.0,24.0,,1332,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,3.0,24.0,,1332,0
0.0,0.0,Y,Y,N,,0.0,N,Y,Y,W,OPE,Y,12.0,39.0,4.0,1332,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,2.0,39.0,5.0,1332,0
0.0,0.0,Y,Y,N,,0.0,N,,Y,W,OPE,Y,12.0,42.0,3.0,1332,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1332,0
0.0,0.0,Y,Y,N,,0.0,N,,Y,W,OPE,Y,12.0,42.0,3.0,1332,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,13.16,31.0,6.0,1332,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,13.16,31.0,4.0,1332,0
0.0,0.0,N,N,N,,0.0,Y,Y,N,W,OPE,N,3.95,31.0,3.0,1333,0
0.0,0.0,N,N,N,,0.0,Y,Y,N,W,OPE,N,3.95,31.0,1.0,1333,0
0.0,0.0,N,N,N,,0.0,Y,Y,N,W,OPE,N,3.95,31.0,3.0,1333,0
0.0,0.0,N,N,N,,0.0,Y,Y,N,W,OPE,N,3.95,31.0,3.0,1333,0
0.0,0.0,Y,Y,N,,0.0,N,Y,Y,W,OPE,Y,12.0,32.0,2.0,1333,0
0.0,0.0,Y,Y,N,,0.0,N,Y,Y,W,OPE,Y,12.0,32.0,2.0,1333,0
0.0,0.0,Y,Y,N,,0.0,N,Y,Y,W,OPE,Y,12.0,32.0,2.0,1333,0
0.0,0.0,Y,Y,N,,0.0,N,Y,Y,W,OPE,Y,12.0,32.0,2.0,1333,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,2.93,22.0,2.0,1334,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,2.93,22.0,3.0,1334,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,14.0,35.0,3.0,1334,0
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,12.0,25.0,5.0,1335,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,12.0,25.0,2.0,1335,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,12.0,25.0,1.0,1335,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,12.0,25.0,3.0,1335,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,12.0,25.0,3.0,1335,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,12.0,25.0,1.0,1335,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,12.0,25.0,2.0,1335,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,12.0,25.0,6.0,1335,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,12.0,25.0,3.0,1335,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,NIC,N,12.0,25.0,3.0,1335,1
0.0,0.0,N,N,N,,0.0,Y,N,N,W,NIC,N,5.0,21.0,6.0,1335,1
0.0,0.0,N,N,Y,,0.0,N,Y,N,S,OPE,Y,11.97,46.0,2.0,1336,0
0.0,0.0,N,N,Y,,0.0,N,Y,N,S,OPE,Y,11.97,46.0,1.0,1336,0
0.0,0.0,N,N,N,,0.0,Y,Y,N,W,OPE,N,24.0,51.0,2.0,1337,0
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,Y,12.0,35.0,7.0,1338,0
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,Y,12.0,35.0,7.0,1338,0
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,Y,12.0,35.0,7.0,1338,0
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,Y,12.0,35.0,7.0,1338,0
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,Y,12.0,35.0,7.0,1338,0
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,Y,11.97,67.0,5.0,1338,0
0.0,0.0,N,N,N,,0.0,Y,Y,N,W,OPE,N,30.0,48.0,2.0,1338,0
0.0,0.0,N,,N,,0.0,N,,,W,OPE,,,,,1338,0
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,Y,,33.0,4.0,1339,1
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,N,48.0,34.0,5.0,1339,1
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,N,48.0,34.0,5.0,1339,1
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,N,48.0,34.0,5.0,1339,1
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,N,48.0,34.0,5.0,1339,1
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,N,48.0,34.0,5.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,38.0,7.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,38.0,3.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,38.0,3.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,38.0,3.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,38.0,5.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,38.0,3.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,38.0,1.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,38.0,2.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,38.0,2.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,38.0,3.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,31.0,3.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,18.0,31.0,2.0,1339,1
0.0,0.0,Y,Y,Y,,0.0,N,Y,Y,W,OPE,Y,17.47,31.0,5.0,1339,1
0.0,0.0,N,N,Y,,0.0,N,Y,N,W,OPE,Y,12.0,34.0,1.0,1339,1
0.0,0.0,N,N,N,,0.0,N,N,N,W,OPE,N,14.93,54.0,6.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,19.34,33.0,7.0,1339,1
0.0,0.0,N,N,N,,0.0,N,N,N,W,OPE,,,,3.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,19.34,33.0,9.0,1339,1
0.0,0.0,N,,N,,1.0,Y,N,,W,AWP,,,,2.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,21.0,39.0,8.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,19.34,33.0,3.0,1339,1
0.0,0.0,N,N,N,,0.0,Y,Y,N,W,OPE,N,15.0,35.0,6.0,1339,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1339,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,3.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,3.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,1.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,3.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,5.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,1.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,1.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,1.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,1.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,2.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,2.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,2.0,1340,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,3.0,1340,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1340,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,N,19.0,33.0,4.0,1340,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1340,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1340,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1340,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1340,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,5.0,1340,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1340,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1340,1
0.0,0.0,N,N,N,,0.0,Y,Y,N,W,NIC,N,16.0,45.0,10.0,1340,1
0.0,0.0,N,N,N,,1.0,N,N,N,W,AWP,,,,5.0,1340,1
0.0,0.0,N,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,0.0,,N,N,W,NIC,,,31.0,4.0,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,N,,N,,1.0,,N,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,,,N,,1.0,,,,W,AWP,,,,,1341,1
0.0,0.0,N,N,N,,1.0,Y,N,N,W,AWP,,,,3.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1341,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,4.0,1341,1
0.0,0.0,N,,N,,1.0,Y,Y,,W,AWP,,,,3.0,1341,1
0.0,0.0,N,,N,,1.0,Y,,,W,AWP,,,,1.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,5.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1341,1
0.0,0.0,N,,N,,1.0,Y,,,W,AWP,,,,1.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1341,1
0.0,0.0,N,,N,,1.0,Y,Y,,W,AWP,,,,2.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1341,1
0.0,0.0,N,N,N,,1.0,N,Y,N,W,AWP,,,,1.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,5.0,1341,1
0.0,0.0,N,N,N,,0.0,Y,Y,N,W,OPE,N,31.0,33.0,2.0,1341,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,5.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,6.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,5.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,4.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,Y,Y,N,,0.0,N,Y,Y,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,5.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,2.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,3.0,1342,1
0.0,0.0,N,N,N,,0.0,N,Y,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,N,N,W,OPE,,,,1.0,1342,1
0.0,0.0,N,N,N,,0.0,N,N,N,W,OPE,,,,2.0,1342,1
